Date,Sales,Cost Of Sales,Quantity Sold
9/6/2015,76956.92035,74212.79057,1830
10/6/2015,71199.5884,68669.39496,1694
11/6/2015,68988.34667,66539.1652,1642
12/6/2015,155156.8792,149423.2436,3690
13/6/2015,185109.5231,178347.3694,4404
14/6/2015,83779.54401,80659.82181,1992
15/6/2015,149501.5745,143962.8719,3557
16/6/2015,100477.2968,96810.10358,2395
17/6/2015,89072.70535,85639.30775,2120
18/6/2015,78746.59586,75673.78199,1875
19/6/2015,141913.3824,136017.7504,3376
20/6/2015,169304.2783,162287.9092,4027
21/6/2015,89512.24284,85781.80703,2128
22/6/2015,85984.07534,82427.23154,2046
23/6/2015,64956.46208,62169.77712,1546
24/6/2015,106613.4328,113428.4743,2822
25/6/2015,183843.8173,195365.7307,4865
26/6/2015,319579.7941,339241.6918,8450
27/6/2015,369245.7587,392017.9735,9770
28/6/2015,185648.4911,197095.1087,4914
29/6/2015,165557.7618,175871.1109,4385
30/6/2015,212465.0832,225678.9345,5627
1/7/2015,305231.9081,324248.8415,8086
2/7/2015,250481.6177,266061.9284,6639
3/7/2015,268410.4807,284592.9947,7104
4/7/2015,316365.4987,335025.0764,8364
5/7/2015,156873.0437,165968.6245,4146
6/7/2015,173987.7515,184188.979,4601
7/7/2015,135753.766,143799.5987,3593
8/7/2015,84426.50941,84588.96304,2114
9/7/2015,70815.19029,71913.06858,1797
10/7/2015,125983.1518,127884.5872,3195
11/7/2015,142378.184,143924.5651,3595
12/7/2015,57427.68071,58723.04053,1467
13/7/2015,63331.331,64690.05907,1610
14/7/2015,51241.02855,52509.91622,1307
15/7/2015,80326.44081,81730.2707,2050
16/7/2015,71912.56573,73762.62917,1849
17/7/2015,119204.3095,122669.6994,3070
18/7/2015,129441.2787,132493.4315,3322
19/7/2015,77645.74994,79555.63474,1982
20/7/2015,69926.65036,71362.51784,1787
21/7/2015,71973.0443,73851.7884,1846
22/7/2015,44304.89836,45468.83698,1142
23/7/2015,66799.72373,69323.64787,1734
24/7/2015,125689.5928,130428.2264,3259
25/7/2015,138624.945,143537.3952,3572
26/7/2015,81715.04533,85089.22343,2109
27/7/2015,86842.86136,90242.7941,2242
28/7/2015,56976.78528,59094.07686,1474
29/7/2015,53433.66803,55516.52556,1381
30/7/2015,55134.08182,57064.7507,1423
31/7/2015,145033.6108,149876.8733,3740
1/8/2015,173306.9065,178699.9759,4453
2/8/2015,88154.33871,90828.6617,2258
3/8/2015,81142.02785,83114.57681,2074
4/8/2015,77672.88278,80417.74644,2007
5/8/2015,75483.42255,78024.28468,1948
6/8/2015,74354.5701,76978.30524,1922
7/8/2015,120326.8763,123707.7616,3088
8/8/2015,131867.9935,135721.426,3388
9/8/2015,75504.00274,77978.69447,1944
10/8/2015,69968.0777,72665.72553,1812
11/8/2015,60187.14905,62538.49328,1563
12/8/2015,44698.70075,46849.56715,1171
13/8/2015,39463.40906,41414.41837,1035
14/8/2015,85794.0969,89898.89423,2247
15/8/2015,117288.0101,122504.3572,3068
16/8/2015,71056.061,74589.17287,1866
17/8/2015,64394.07445,67505.25414,1690
18/8/2015,35165.97208,36841.96732,922
19/8/2015,23234.1832,24104.08598,604
20/8/2015,24754.95718,25407.17407,643
21/8/2015,76691.28303,78691.95632,2006
22/8/2015,102231.2118,104713.0075,2677
23/8/2015,56974.86803,57548.98515,1467
24/8/2015,59442.73112,59785.42861,1528
25/8/2015,217683.3623,246975.7308,6360
26/8/2015,275458.8069,307092.2744,8035
27/8/2015,228731.8655,252845.4456,6675
28/8/2015,387639.12,426783.3022,11330
29/8/2015,461188.0049,504578.1888,13484
30/8/2015,202249.6772,220152.1868,5913
31/8/2015,332559.765,361970.2859,9721
1/9/2015,384806.7716,418101.5975,11257
2/9/2015,345776.2503,373816.1684,10102
3/9/2015,271551.0951,293343.874,7938
4/9/2015,340440.2055,366359.6586,9936
5/9/2015,364416.7316,392128.3013,10643
6/9/2015,164719.6045,176647.8427,4800
7/9/2015,178921.0993,192507.5287,5228
8/9/2015,70286.99781,66639.69805,1810
9/9/2015,76013.6779,72211.10317,1961
10/9/2015,48406.78715,45316.54273,1232
11/9/2015,85940.02694,81559.84562,2194
12/9/2015,57381.75145,54340.89151,1469
13/9/2015,32479.79639,30763.68812,829
14/9/2015,52160.18393,49656.00775,1329
15/9/2015,51002.83957,48601.9675,1300
16/9/2015,30194.71596,28605.4608,773
17/9/2015,29751.22261,28084.23513,760
18/9/2015,68504.63944,64881.97565,1755
19/9/2015,68996.56176,65211.57177,1766
20/9/2015,41855.92876,39629.45187,1078
21/9/2015,44303.46649,41485.45872,1124
22/9/2015,46599.29813,43806.73201,1182
23/9/2015,125182.7572,138583.8378,3725
24/9/2015,150036.805,167704.8554,4492
25/9/2015,368037.6919,413540.8072,11030
26/9/2015,351319.6381,397626.5851,10528
27/9/2015,163289.9367,185404.044,4895
28/9/2015,190892.459,216571.0595,5720
29/9/2015,143082.1333,162929.0185,4288
30/9/2015,323548.7853,368434.8859,9693
1/10/2015,402312.3332,459285.8045,12065
2/10/2015,393635.1749,448390.9658,11758
3/10/2015,451100.0601,515549.3899,13508
4/10/2015,202902.6249,232360.3272,6085
5/10/2015,294557.6464,336897.9224,8828
6/10/2015,221618.3282,253291.0623,6636
7/10/2015,63968.38248,61942.84268,1622
8/10/2015,59609.54471,57736.47666,1512
9/10/2015,126588.253,122622.3631,3211
10/10/2015,119755.0116,116003.6869,3037
11/10/2015,57413.41048,55617.58464,1456
12/10/2015,57749.13694,55933.00858,1465
13/10/2015,40140.82003,38881.08844,1018
14/10/2015,42195.81736,40869.24947,1070
15/10/2015,53490.79747,51799.1659,1357
16/10/2015,110809.3158,107331.9805,2810
17/10/2015,111527.0135,108023.6073,2829
18/10/2015,59808.13867,57937.45866,1517
19/10/2015,55166.22623,53436.89709,1399
20/10/2015,42054.68047,40736.15048,1067
21/10/2015,53678.17911,51999.86087,1361
22/10/2015,55930.16864,54177.69006,1419
23/10/2015,185771.0015,192527.011,5042
24/10/2015,253116.9132,262409.5694,6872
25/10/2015,118618.4537,122915.267,3218
26/10/2015,123320.784,128133.7786,3347
27/10/2015,117051.2772,122175.0003,3177
28/10/2015,159299.9891,174699.0767,4532
29/10/2015,119047.4099,124349.2655,3231
30/10/2015,285081.9743,297627.6907,7731
31/10/2015,391656.2126,429832.8348,11148
1/11/2015,274814.7781,287978.1749,7459
2/11/2015,269555.0231,281915.1921,7316
3/11/2015,192001.0346,201125.7755,5211
4/11/2015,201367.787,220579.9956,5731
5/11/2015,111874.559,116637.0343,3036
6/11/2015,214540.3331,223738.4327,5822
7/11/2015,280264.2445,306935.1604,7987
8/11/2015,134136.7287,140236.3033,3640
9/11/2015,94243.46553,89949.30417,2338
10/11/2015,131436.1979,143823.3864,3744
11/11/2015,147893.9415,161665.6006,4216
12/11/2015,140238.3905,153481.4534,4000
13/11/2015,358183.774,391310.3207,10204
14/11/2015,377937.1387,413010.229,10769
15/11/2015,168729.9624,184673.4885,4803
16/11/2015,177192.5698,193615.3037,5042
17/11/2015,152368.7491,166625.365,4342
18/11/2015,147471.8049,161402.9187,4202
19/11/2015,145697.152,159317.6094,4151
20/11/2015,301033.9865,328965.1433,8567
21/11/2015,309518.0721,338720.0236,8811
22/11/2015,152504.6317,167600.6509,4345
23/11/2015,79711.58341,74375.78871,1937
24/11/2015,111021.3791,121456.524,3160
25/11/2015,243161.2592,266054.3699,6924
26/11/2015,311443.1812,355343.8718,9273
27/11/2015,375876.0134,431325.6867,11257
28/11/2015,434639.659,498895.6186,13019
29/11/2015,238637.8164,274093.578,7139
30/11/2015,260653.667,283981.1507,7423
1/12/2015,262394.78,285838.5568,7474
2/12/2015,248437.7113,269807.6204,7056
3/12/2015,201048.8305,219110.3932,5732
4/12/2015,317690.7609,345449.5299,9038
5/12/2015,378527.8726,410385.037,10737
6/12/2015,195425.3911,210461.3862,5505
7/12/2015,90441.60337,83999.59125,2198
8/12/2015,117649.0006,121640.3798,3190
9/12/2015,141285.3955,145443.0466,3814
10/12/2015,133183.6937,137725.8761,3610
11/12/2015,229672.2563,237672.0164,6227
12/12/2015,333488.7979,359621.0749,9422
13/12/2015,185422.8856,191390.4013,5014
14/12/2015,173833.1332,179871.0533,4715
15/12/2015,220271.7214,237123.3433,6212
16/12/2015,234468.0712,251493.9089,6585
17/12/2015,213778.1381,230994.3552,6051
18/12/2015,273563.0148,295854.5523,7750
19/12/2015,337506.7884,362223.1609,9490
20/12/2015,155312.7839,167421.9737,4382
21/12/2015,289243.3831,312784.9743,8196
22/12/2015,313125.3325,338299.6178,8863
23/12/2015,268330.3927,249584.2152,6534
24/12/2015,392228.138,364396.1942,9540
25/12/2015,133728.9837,124363.5573,3256
26/12/2015,82778.44405,76876.4927,2013
27/12/2015,69522.83697,64616.07665,1692
28/12/2015,133021.2728,123500.7878,3234
29/12/2015,161267.5206,175378.1459,4592
30/12/2015,208583.218,227060.2627,5945
31/12/2015,325457.525,353929.7384,9266
1/1/2016,111650.2398,121448.2838,3179
2/1/2016,262421.2819,285675.8457,7479
3/1/2016,164527.5389,179308.9495,4694
4/1/2016,274990.1465,299576.2414,7843
5/1/2016,215737.8428,234642.0857,6150
6/1/2016,98646.9827,91610.56,2401
7/1/2016,74401.21529,68988.86126,1808
8/1/2016,106592.343,99021.68292,2594
9/1/2016,134629.6582,124963.4655,3274
10/1/2016,90773.65306,84299.28824,2207
11/1/2016,121373.0682,112550.4323,2949
12/1/2016,99445.5571,92226.5181,2417
13/1/2016,67587.54693,62760.35683,1644
14/1/2016,61685.93524,57191.43932,1499
15/1/2016,150006.9298,139244.8958,3648
16/1/2016,191287.3535,177577.2872,4652
17/1/2016,92595.46084,86018.18961,2252
18/1/2016,96947.05429,89961.3595,2357
19/1/2016,70512.8945,65453.27639,1715
20/1/2016,159590.4901,182351.1388,4776
21/1/2016,67046.27342,61894.26256,1628
22/1/2016,266949.2388,294322.9272,7806
23/1/2016,315272.2248,346093.067,9210
24/1/2016,149138.9215,163505.713,4351
25/1/2016,215171.0382,234621.5989,6278
26/1/2016,205197.8984,221931.5801,5992
27/1/2016,214452.2484,231730.2327,6265
28/1/2016,195767.9736,210639.8482,5723
29/1/2016,397984.3293,437198.9296,11900
30/1/2016,512603.1035,561872.206,15345
31/1/2016,218104.0669,238662.1921,6525
1/2/2016,339004.3369,371177.1869,10153
2/2/2016,278116.3693,295645.6291,8116
3/2/2016,264159.3006,280392.2736,7712
4/2/2016,197778.1337,209372.2922,5759
5/2/2016,325749.0089,345287.8115,9501
6/2/2016,371561.9764,393884.433,10840
7/2/2016,174581.6768,185040.8173,5089
8/2/2016,208489.3694,221372.8369,6087
9/2/2016,84495.16667,74682.26682,2053
10/2/2016,76661.25003,66379.5636,1825
11/2/2016,64034.94046,55491.33853,1525
12/2/2016,148839.9749,129583.4921,3542
13/2/2016,172541.5079,150538.9837,4105
14/2/2016,87991.663,76378.50464,2094
15/2/2016,123445.3816,108669.2254,2940
16/2/2016,77344.69187,68269.24884,1841
17/2/2016,158963.0249,167521.5259,4529
18/2/2016,69598.07115,61492.96831,1658
19/2/2016,161275.6022,143446.3583,3841
20/2/2016,325215.0768,345446.0018,9260
21/2/2016,96957.29584,86455.49438,2308
22/2/2016,85224.47709,75960.71802,2028
23/2/2016,54612.87884,49071.80254,1301
24/2/2016,81530.61238,81738.05644,2213
25/2/2016,160947.5326,162597.4968,4404
26/2/2016,188736.2474,183103.2337,4935
27/2/2016,215951.5079,210032.7881,5609
28/2/2016,134995.8545,129938.7058,3452
29/2/2016,163079.378,160332.5894,4270
1/3/2016,180828.6741,182962.337,4719
2/3/2016,171196.1752,174428.6809,4451
3/3/2016,129719.0505,131961.9325,3364
4/3/2016,142127.6421,144039.4137,3665
5/3/2016,152124.4079,153377.512,3889
6/3/2016,74132.78702,74332.27948,1882
7/3/2016,91143.02861,95167.52873,2405
8/3/2016,60528.09336,62342.88117,1577
9/3/2016,38340.59961,35918.33515,913
10/3/2016,37453.00618,35108.20011,892
11/3/2016,77997.04501,73051.67554,1855
12/3/2016,79752.28268,74962.8164,1897
13/3/2016,37155.58848,34962.8305,883
14/3/2016,45046.51321,42368.04535,1071
15/3/2016,55489.33276,52263.05699,1320
16/3/2016,41893.30316,39495.4559,997
17/3/2016,34348.50419,32292.8376,817
18/3/2016,78276.83122,73746.75871,1866
19/3/2016,92851.40266,87451.56618,2211
20/3/2016,54845.7893,51625.51172,1304
21/3/2016,48037.7999,45187.64158,1143
22/3/2016,65905.72326,62023.8813,1573
23/3/2016,84870.0513,81472.82718,2065
24/3/2016,262459.5057,259298.4566,6588
25/3/2016,228124.398,222208.3504,5652
26/3/2016,162929.4921,161434.8151,4103
27/3/2016,58359.83218,57681.56988,1466
28/3/2016,85605.33192,85022.38092,2162
29/3/2016,84836.41434,84595.21793,2155
30/3/2016,64308.91422,68427.59467,1746
31/3/2016,131168.4855,138589.1001,3554
1/4/2016,232410.198,245358.63,6282
2/4/2016,195831.0975,205442.8281,5259
3/4/2016,90716.54789,95543.13365,2446
4/4/2016,131638.0196,130700.1889,3345
5/4/2016,81910.87262,79969.51055,2048
6/4/2016,54821.90851,50800.00851,1303
7/4/2016,155615.4194,171592.1259,4413
8/4/2016,264086.8938,291378.5798,7494
9/4/2016,272761.2975,298164.4161,7738
10/4/2016,104689.4279,113609.3043,2958
11/4/2016,131170.5969,142022.8126,3713
12/4/2016,123179.4894,132714.9602,3504
13/4/2016,124431.0464,132889.0569,3534
14/4/2016,162166.836,172225.6527,4601
15/4/2016,354042.0232,373200.306,10045
16/4/2016,327352.2614,345338.6281,9301
17/4/2016,164809.303,175167.4288,4678
18/4/2016,151157.7943,159828.765,4294
19/4/2016,126895.9365,133726.2806,3606
20/4/2016,166395.4458,179020.5425,4838
21/4/2016,167796.3548,182485.0989,4914
22/4/2016,351146.017,380098.1564,10269
23/4/2016,420738.8218,455415.3493,12317
24/4/2016,186166.1508,202391.1787,5453
25/4/2016,251449.5296,273255.0985,7372
26/4/2016,280321.8107,302469.832,8211
27/4/2016,313434.9333,337931.117,9182
28/4/2016,257324.6031,276852.1799,7520
29/4/2016,455554.336,489215.0675,13321
30/4/2016,556865.2033,598925.6679,16276
1/5/2016,354856.0449,380511.1592,10388
2/5/2016,283284.5813,304997.8518,8298
3/5/2016,297500.674,319786.3595,8717
4/5/2016,285968.4878,305506.9982,8364
5/5/2016,237946.6327,254527.4155,6968
6/5/2016,340851.5059,364361.0329,9973
7/5/2016,388187.6014,414644.6235,11363
8/5/2016,139178.9841,148731.0905,4074
9/5/2016,66400.30305,57741.73891,1579
10/5/2016,42723.52446,37112.98506,1016
11/5/2016,35014.39948,30393.74012,832
12/5/2016,27210.40663,23570.15916,647
13/5/2016,79840.08825,69078.71414,1898
14/5/2016,82484.44829,71426.01164,1961
15/5/2016,51497.23734,44611.93968,1224
16/5/2016,42871.83287,37139.30826,1019
17/5/2016,39104.6391,33890.36043,930
18/5/2016,34406.75001,29884.33059,818
19/5/2016,39403.65856,34229.63192,937
20/5/2016,96830.90242,83926.0035,2302
21/5/2016,99380.3946,86179.51339,2363
22/5/2016,61656.18133,53463.73456,1466
23/5/2016,69163.55737,59948.43871,1644
24/5/2016,113112.865,117414.6989,3224
25/5/2016,253686.3025,268974.5707,7392
26/5/2016,210305.2919,223289.0846,6138
27/5/2016,364087.4243,386499.8964,10624
28/5/2016,397480.3695,421674.1019,11590
29/5/2016,204028.1768,216777.3157,5959
30/5/2016,172797.9351,183715.8072,5048
31/5/2016,258970.6541,274386.0154,7542
1/6/2016,368789.5726,391923.6596,10761
2/6/2016,278071.3866,295548.2416,8120
3/6/2016,373959.362,396324.1787,10896
4/6/2016,402057.2529,426466.1322,11726
5/6/2016,205719.4532,218408.1821,6007
6/6/2016,177626.9501,188629.7542,5185
7/6/2016,70441.90741,60910.7484,1675
8/6/2016,162923.8496,173292.6811,4765
9/6/2016,138752.5276,143791.4781,3953
10/6/2016,252458.2622,261502.3818,7190
11/6/2016,293917.8525,311853.5205,8577
12/6/2016,138350.1218,143346.6746,3943
13/6/2016,130067.2756,134950.5665,3707
14/6/2016,107168.6611,111173.1585,3054
15/6/2016,224030.5544,237934.7342,6541
16/6/2016,201918.2221,209095.5697,5749
17/6/2016,329344.2683,341253.3296,9385
18/6/2016,308642.9772,327672.0415,9012
19/6/2016,134472.4066,139385.8762,3831
20/6/2016,143809.7206,148953.9109,4097
21/6/2016,123252.1511,127533.0093,3509
22/6/2016,40067.15121,34559.08452,953
23/6/2016,143752.7368,155659.5337,4305
24/6/2016,389904.0086,422372.5816,11667
25/6/2016,461280.7856,498910.329,13793
26/6/2016,221578.6968,240449.6223,6641
27/6/2016,253702.223,274426.0803,7593
28/6/2016,200616.0762,217104.5797,6007
29/6/2016,211700.8132,229023.8107,6345
30/6/2016,282757.7114,305894.1801,8482
1/7/2016,479010.1567,517742.1926,14344
2/7/2016,454543.2858,490487.0246,13609
3/7/2016,242185.1807,261534.912,7259
4/7/2016,281531.6856,304052.477,8431
5/7/2016,219363.2201,237026.3505,6577
6/7/2016,204005.5822,219722.895,6098
7/7/2016,69579.06846,59598.9178,1654
8/7/2016,87184.74003,74654.52042,2073
9/7/2016,78700.43605,67367.38324,1871
10/7/2016,39809.55909,34091.56966,946
11/7/2016,45839.23877,39231.19537,1090
12/7/2016,36851.76375,31574.32547,876
13/7/2016,33225.67047,28489.0814,790
14/7/2016,30423.39146,26053.79672,723
15/7/2016,80345.63766,68788.09454,1910
16/7/2016,95297.33863,81655.85773,2266
17/7/2016,45324.05453,38809.8089,1078
18/7/2016,51604.11841,44222.78448,1227
19/7/2016,37870.11903,32436.79597,900
20/7/2016,42723.52446,36607.39066,1016
21/7/2016,35169.91581,30133.31864,836
22/7/2016,61148.20501,52384.44748,1454
23/7/2016,77171.7018,66113.83204,1835
24/7/2016,40881.35491,35019.11264,972
25/7/2016,43085.59501,36887.36617,1024
26/7/2016,43894.99343,37604.65842,1044
27/7/2016,67780.72889,58196.14599,1611
28/7/2016,51907.94315,44544.63074,1234
29/7/2016,93508.63389,80346.69413,2223
30/7/2016,95343.59551,81874.28886,2267
31/7/2016,59514.99233,51145.40334,1415
1/8/2016,65133.9662,55946.05656,1548
2/8/2016,70641.25372,60629.553,1679
3/8/2016,48442.17148,41610.78394,1152
4/8/2016,46291.37192,39783.36067,1101
5/8/2016,73453.14329,63386.49259,1746
6/8/2016,71508.89795,61500.57465,1700
7/8/2016,30066.12618,25872.48835,715
8/8/2016,37726.6159,32490.13602,897
9/8/2016,30831.69463,26577.07945,733
10/8/2016,146811.4551,155135.6291,4282
11/8/2016,99867.32962,103826.7014,2867
12/8/2016,210664.8628,220379.2767,6082
13/8/2016,266271.0391,281658.4183,7771
14/8/2016,123084.0391,129601.5272,3576
15/8/2016,162727.5248,168580.1706,4649
16/8/2016,114708.946,119758.0617,3302
17/8/2016,122318.9075,128298.3435,3536
18/8/2016,112010.3445,117374.1916,3236
19/8/2016,229861.4703,241090.1336,6646
20/8/2016,249981.2497,262145.1773,7220
21/8/2016,136480.2491,143734.2272,3958
22/8/2016,127369.8026,133350.1614,3672
23/8/2016,43537.72816,37649.38753,1035
24/8/2016,120407.4133,127699.4159,3549
25/8/2016,226375.5431,240429.6855,6647
26/8/2016,337900.1782,358772.2504,9908
27/8/2016,355069.5401,376755.5645,10393
28/8/2016,153893.6852,163401.3292,4507
29/8/2016,159625.7409,169479.1061,4672
30/8/2016,133961.967,142299.9178,3924
31/8/2016,236305.1564,250572.4534,6918
1/9/2016,313491.7351,333030.8757,9183
2/9/2016,370355.0017,392493.0827,10830
3/9/2016,369091.0554,391842.5014,10800
4/9/2016,209026.0197,222163.7289,6119
5/9/2016,228177.3168,242589.5872,6685
6/9/2016,154494.782,164108.8264,4519
7/9/2016,50736.47417,43830.19685,1206
8/9/2016,43292.14924,37391.68089,1029
9/9/2016,77335.9186,69612.1267,1917
10/9/2016,85070.23489,76591.85292,2108
11/9/2016,48831.66611,44014.23202,1211
12/9/2016,52075.15718,46884.14251,1291
13/9/2016,30424.72626,27398.58813,755
14/9/2016,20495.11303,18375.05261,508
15/9/2016,40742.17168,36464.75981,1010
16/9/2016,69864.83699,62545.19068,1733
17/9/2016,100120.7111,89572.40762,2482
18/9/2016,49825.09704,44593.79688,1235
19/9/2016,46566.46205,41660.44043,1155
20/9/2016,37923.76586,34031.14949,940
21/9/2016,50084.8127,44832.2126,1241
22/9/2016,41885.82828,37565.47859,1039
23/9/2016,147503.5732,131964.5158,3657
24/9/2016,151639.1838,135498.1632,3758
25/9/2016,72457.29759,64758.50417,1797
26/9/2016,67355.06118,60179.02085,1671
27/9/2016,58941.79283,52812.78251,1462
28/9/2016,58796.78502,57168.5605,1581
29/9/2016,57019.38967,55187.38391,1534
30/9/2016,155918.3826,151036.4455,4216
1/10/2016,208489.0903,201416.8376,5632
2/10/2016,118580.4726,113346.9573,3173
3/10/2016,142758.8811,126506.3447,3540
4/10/2016,96620.98693,85491.83324,2397
5/10/2016,78861.59494,69675.42915,1955
6/10/2016,70279.47439,61976.30579,1740
7/10/2016,87748.86289,77446.60944,2176
8/10/2016,92053.32577,81209.24835,2283
9/10/2016,51751.38325,45607.2341,1284
10/10/2016,50934.98319,44983.7773,1263
11/10/2016,36113.93487,31885.28845,896
12/10/2016,31023.35977,27817.64247,768
13/10/2016,22334.21253,19704.09315,521
14/10/2016,69440.9288,62070.75118,1618
15/10/2016,92159.02979,83371.81702,2147
16/10/2016,57296.28785,52701.29461,1335
17/10/2016,57184.94127,51764.93737,1332
18/10/2016,40951.10428,37288.62455,954
19/10/2016,37672.44729,33678.45927,877
20/10/2016,38648.13752,35038.06869,906
21/10/2016,96020.54537,86810.27753,2249
22/10/2016,105662.5942,95930.01651,2472
23/10/2016,54738.48352,49990.51929,1280
24/10/2016,40131.57351,36347.69872,940
25/10/2016,70402.99193,63452.76104,1650
26/10/2016,62501.7407,56100.87429,1467
27/10/2016,53675.21828,48201.94098,1257
28/10/2016,102606.327,92657.69953,2405
29/10/2016,124988.1555,113187.846,2929
30/10/2016,67521.03749,61233.71887,1582
31/10/2016,70020.59601,62316.15134,1639
1/11/2016,126954.1702,110698.7429,2971
2/11/2016,97558.24705,86203.8752,2284
3/11/2016,97039.00987,89413.41597,2266
4/11/2016,168349.2653,156675.5901,3938
5/11/2016,202017.422,189394.6937,4720
6/11/2016,108459.0001,102250.1678,2537
7/11/2016,112536.3771,105978.4825,2621
8/11/2016,100479.93,94692.47929,2341
9/11/2016,81649.68867,77081.66057,1901
10/11/2016,71529.16264,67551.25097,1666
11/11/2016,160938.6016,152555.4173,3748
12/11/2016,164998.8446,156263.1495,3843
13/11/2016,97946.78305,93112.60891,2281
14/11/2016,87834.25368,83068.26903,2046
15/11/2016,95509.13498,88104.20453,2181
16/11/2016,77229.97189,71428.87,1763
